rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
2133,1300,Technology,Xu Shaochun,60,China,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2133,1300,Technology,Yan Jane & family,53,China,Software,Technology,,TRUE,U,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2133,1300,Manufacturing,Zeng Chaoyi,54,China,Aluminum products,Manufacturing,,TRUE,E,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2133,1300,Service,Peng Zhao,52,China,Online recruitment,Service,,TRUE,E,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2133,1300,Service,Zhao Tongtong,56,Hong Kong,Hotels,Service,,TRUE,R,F,4/4/2023 5:01,,,,,,
2133,1300,Metals & Mining,Kostyantin Zhevago,49,Ukraine,Mining,Metals & Mining,,TRUE,E,M,4/4/2023 5:01,"$153,781,069,118",99,71.6,20.1,45.2,44385155
2133,1300,Manufacturing,Zong Yanmin,,China,Semiconductor materials,Manufacturing,,TRUE,E,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Finance & Investments,Sanjay Agarwal,52,India,Banking,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,Investments,Finance & Investments,,FALSE,E,M,4/4/2023 5:01,"$183,466,208,791",103.8,80.1,14.7,11.3,2832067
2259,1200,Diversified,Joao Alves de Queiroz Filho,70,Brazil,Pharmaceuticals,Diversified,,TRUE,U,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2259,1200,Metals & Mining,Jose Maria Aristrain,60,Switzerland,Steel,Metals & Mining,,FALSE,E,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
2259,1200,Finance & Investments,Michael Arougheti,50,United States,Finance,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Technology,Tope Awotona,41,United States,Software,Technology,Calendly,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Healthcare,Mehmet Aydinlar,66,Turkey,Hospitals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
2259,1200,Real Estate,Danna Azrieli,55,Israel,Real estate,Real Estate,,FALSE,D,F,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
2259,1200,Real Estate,Naomi Azrieli,57,Canada,Real estate,Real Estate,,FALSE,D,F,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
2259,1200,Real Estate,Sharon Azrieli,62,Canada,Real estate,Real Estate,,FALSE,D,F,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
2259,1200,Energy,Bai Houshan,59,China,Lithium battery,Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Finance & Investments,Thomas Bailey,86,United States,Money management,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Healthcare,Bernhard Braun-Luedicke,46,Germany,Medical technology,Healthcare,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Healthcare,Eva Maria Braun-Luedicke,36,Germany,Medical technology,Healthcare,,FALSE,D,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Healthcare,Friederike Braun-Luedicke,39,Germany,Medical technology,Healthcare,,FALSE,E,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Real Estate,Jeffrey Cheah,78,Malaysia,"Property, healthcare",Real Estate,,TRUE,D,M,4/4/2023 5:01,"$364,701,517,788",105.3,76,12,38.7,32447385
2259,1200,Food & Beverage,Chen Xianbao & family,63,China,Food,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Cheng Xianfeng,54,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Fashion & Retail,Chung Yong-jin,54,South Korea,Retail,Fashion & Retail,Shinsegae,FALSE,D,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
2259,1200,Service,Darwin Deason,82,United States,Software,Service,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Fashion & Retail,Diego Della Valle,69,Italy,Shoes,Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2259,1200,Manufacturing,Ashwin Desai,71,India,Specialty chemicals,Manufacturing,,TRUE,N,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Media & Entertainment,Richard Desmond,71,United Kingdom,Publishing,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2259,1200,Fashion & Retail,Ding Shui Po,52,China,"Sneakers, sportswear",Fashion & Retail,,FALSE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Fashion & Retail,Sefik Yilmaz Dizdar,85,Turkey,Fashion retail,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
2259,1200,Media & Entertainment,Mathias Doepfner,60,Germany,Media,Media & Entertainment,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Manufacturing,Farhad Ebrahimi,84,United States,Solar panels,Manufacturing,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Jose Roberto Ermirio de Moraes,65,Brazil,Diversified,Diversified,,FALSE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2259,1200,Diversified,Jose Ermirio de Moraes Neto,70,Brazil,Diversified,Diversified,,FALSE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2259,1200,Manufacturing,Fang Hongbo,56,China,Home appliances,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,David Feffer,66,Brazil,Pulp and paper,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2259,1200,Manufacturing,Zsolt Felcsuti,51,Hungary,Manufacturing,Manufacturing,,TRUE,N,M,4/4/2023 5:01,"$160,967,157,504",100.8,75.8,23,37.9,9769949
2259,1200,Fashion & Retail,Ben Francis,30,United Kingdom,Fitness clothing,Fashion & Retail,,TRUE,N,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2259,1200,Fashion & Retail,Gary Friedman,65,United States,Furniture retail,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Metals & Mining,Dan Gertler,49,Israel,Mining,Metals & Mining,,FALSE,E,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
2259,1200,Manufacturing,Balkrishan Goenka,56,India,Textiles,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Finance & Investments,Lawrence Golub,63,United States,Private equity,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Saroj Rani Gupta,72,India,Steel tubes,Manufacturing,,TRUE,N,F,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Technology,Anthony Hall,67,Australia,Technology,Technology,,TRUE,N,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
2259,1200,Construction & Engineering,Fahed Hariri,42,United Kingdom,"Construction, investments",Construction & Engineering,,FALSE,E,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2259,1200,Fashion & Retail,Richard Hayne,75,United States,Urban Outfitters,Fashion & Retail,Urban Outfitters Inc.,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Finance & Investments,Michael Heine,73,Australia,Financial services,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
2259,1200,Technology,Orion Hindawi,43,United States,Software,Technology,Tanium,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Gambling & Casinos,Lawrence Ho,46,Hong Kong,Casinos,Gambling & Casinos,,FALSE,R,M,4/4/2023 5:01,,,,,,
2259,1200,Fashion & Retail,Huang Guanlin,58,China,"Textiles, apparel",Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Sam Hupert,68,Australia,Technology,Technology,,TRUE,N,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
2259,1200,Telecom,Mohammed Ibrahim,76,United Kingdom,Communications,Telecom,Mo Ibrahim Foundation,TRUE,E,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2259,1200,Food & Beverage,Shirley Kao,66,Taiwan,Food & beverage retailing,Food & Beverage,,FALSE,E,F,4/4/2023 5:01,,,,,,
2259,1200,Finance & Investments,David Kaplan,55,United States,Finance,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Fashion & Retail,Kim Kardashian,42,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail,,TRUE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Ke Guihua,57,China,Auto parts,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Ke Yunfeng & family,56,China,Retailing,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Real Estate,Alexander Klyachin,55,Russia,Real estate,Real Estate,,TRUE,R,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
2259,1200,Manufacturing,Christine Knauf,,Germany,Building materials,Manufacturing,,FALSE,D,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Manufacturing,Karl Knauf,,Germany,Building materials,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Automotive,Suresh Krishna,86,India,Auto parts,Automotive,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Media & Entertainment,Guy Laliberté,63,Canada,Cirque du Soleil,Media & Entertainment,Cirque du Soleil,TRUE,E,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
2259,1200,Technology,Lee Su-jin,45,South Korea,Hospitality,Technology,,TRUE,N,M,4/4/2023 5:01,"$2,029,000,000,000",98.1,82.6,15.6,33.2,51709098
2259,1200,Manufacturing,Li Guoqing,53,China,Petro Fibre,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Li Li,59,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Li Ruiqiang,43,China,Medical services,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Zhen Li & family,59,China,Lithium batteries,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Guangwei Liang,59,China,Conglomerate,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Energy,Liu Ming Hui,60,Hong Kong,Natural gas distribution,Energy,,TRUE,D,M,4/4/2023 5:01,,,,,,
2259,1200,Technology,Frederic Luddy,68,United States,Software,Technology,ServiceNow,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,"Cargill MacMillan, III.",63,United States,Cargill,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,John MacMillan,73,United States,Cargill,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Martha MacMillan,71,United States,Cargill,Food & Beverage,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,William MacMillan,68,United States,Cargill,Food & Beverage,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Keshub Mahindra,99,India,Diversified,Diversified,,FALSE,R,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Manufacturing,Mao Zhongwu,60,China,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Construction & Engineering,Jorge Mas,60,United States,Construction,Construction & Engineering,,FALSE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Lorinc Meszaros,57,Hungary,Diversified,Diversified,,TRUE,E,M,4/4/2023 5:01,"$160,967,157,504",100.8,75.8,23,37.9,9769949
2259,1200,Technology,Jeffrey Michael & family,66,United States,Data management,Technology,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Healthcare,Alan Miller & family,85,United States,Healthcare services,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Automotive,Ulrich Mommert & family,82,,Lighting,Automotive,,TRUE,E,M,4/4/2023 5:01,,,,,,
2259,1200,Diversified,Neide Helena de Moraes,68,Brazil,Diversified,Diversified,,FALSE,D,F,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2259,1200,Finance & Investments,Scott Nuttall,50,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Kailashchandra Nuwal,65,,Industrial explosives,Manufacturing,,FALSE,N,M,4/4/2023 5:01,,,,,,
2259,1200,Food & Beverage,Axel Oberwelland & family,56,Germany,Candy,Food & Beverage,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Technology,Jonathan Oringer,48,United States,Stock photos,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Vitaly Orlov,58,Russia,Fisheries,Food & Beverage,,TRUE,R,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
2259,1200,Real Estate,Jose Isaac Peres & family,82,Brazil,Shopping malls,Real Estate,,TRUE,U,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2259,1200,Media & Entertainment,Markus Persson,43,Sweden,Computer games,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$530,832,908,738",126.6,82.5,27.9,49.1,10285453
2259,1200,Technology,Mark Pincus,57,United States,Online games,Technology,Zynga Inc,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Murdaya Poo,82,Indonesia,Diversified,Diversified,,FALSE,E,M,4/4/2023 5:01,"$1,119,190,780,753",106.4,71.5,10.2,30.1,270203917
2259,1200,Healthcare,Forrest Preston,90,United States,Health care,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Qian Ying,57,China,Pig breeding,Food & Beverage,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Jimmy Rane,76,United States,Lumber,Manufacturing,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Finance & Investments,Andrei Rappoport,59,Switzerland,Investments,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
2259,1200,Food & Beverage,Hugo Ribeiro & family,,Brazil,Agribusiness,Food & Beverage,,FALSE,Split Family Fortune,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
2259,1200,Finance & Investments,Bennett Rosenthal,59,United States,Finance,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Real Estate,Atul Ruia,52,India,Real estate,Real Estate,,FALSE,N,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Finance & Investments,Thomas Sandell,62,United Kingdom,Hedge funds,Finance & Investments,Sandell Asset Management,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2259,1200,Food & Beverage,Francesco Saputo,,Canada,Cheese,Food & Beverage,,FALSE,N,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
2259,1200,Construction & Engineering,Dhruv Sawhney,78,United Arab Emirates,"Engineering, sugar",Construction & Engineering,,FALSE,U,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
2259,1200,Finance & Investments,Gerald Schwartz,81,Canada,Finance,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
2259,1200,Fashion & Retail,Antonio Luiz Seabra,80,United Kingdom,Cosmetics,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2259,1200,Technology,Eric Ya Shen,52,China,Online apparel retail,Technology,,TRUE,R,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Sytse 'Sid' Sijbrandij,43,United States,Software,Technology,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Automotive,Alexander Sixt,43,Germany,Car rentals,Automotive,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Automotive,Konstantin Sixt,40,Germany,Car rentals,Automotive,,FALSE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
2259,1200,Energy,Edwin Soeryadjaya,73,Indonesia,"Coal, investments",Energy,,FALSE,D,M,4/4/2023 5:01,"$1,119,190,780,753",106.4,71.5,10.2,30.1,270203917
2259,1200,Healthcare,Abhay Soi,49,India,Healthcare,Healthcare,,TRUE,N,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
2259,1200,Technology,Mike Speiser,52,United Kingdom,Software,Technology,Sutter Hill Ventures,TRUE,U,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
2259,1200,Construction & Engineering,Marco Squinzi,51,Italy,Chemical products,Construction & Engineering,,FALSE,D,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2259,1200,Construction & Engineering,Veronica Squinzi,51,Italy,Chemical products,Construction & Engineering,,FALSE,D,F,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2259,1200,Finance & Investments,Michael Steinhardt,82,United States,Hedge funds,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Technology,Ion Stoica,58,United States,Data analytics,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Metals & Mining,Eddy Sugianto,77,Indonesia,Coal,Metals & Mining,,TRUE,N,M,4/4/2023 5:01,"$1,119,190,780,753",106.4,71.5,10.2,30.1,270203917
2259,1200,Manufacturing,Luc Tack,61,Belgium,"Textile, chemicals",Manufacturing,,TRUE,E,M,4/4/2023 5:01,"$529,606,710,418",103.9,81.6,24,55.4,11484055
2259,1200,Food & Beverage,Tony Tan Caktiong,70,Philippines,Food,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$376,795,508,680",107.5,71.1,14,43.1,108116615
2259,1200,Manufacturing,Xiuguo Tang,59,China,Manufacturing,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Real Estate,Sam Tarascio,78,Australia,Real estate,Real Estate,,TRUE,E,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
2259,1200,Finance & Investments,Lina Tombolato,75,Italy,Financial services,Finance & Investments,,FALSE,D,F,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2259,1200,Manufacturing,Ching Bor Tung,60,China,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Media & Entertainment,Joop van den Ende,81,Netherlands,TV shows,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$909,070,395,161",104.2,81.8,23,41.2,17332850
2259,1200,Finance & Investments,Ruben Vardanyan & family,54,Armenia,Investment banking,Finance & Investments,,TRUE,R,M,4/4/2023 5:01,"$13,672,802,158",92.7,74.9,20.9,22.6,2957731
2259,1200,Fashion & Retail,Sandro Veronesi & family,63,Italy,Fashion,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
2259,1200,Real Estate,Thongma Vijitpongpun,65,Thailand,Real estate,Real Estate,,TRUE,E,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
2259,1200,Finance & Investments,Thomas von Koch,57,Hong Kong,Asset management,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,,,,,,
2259,1200,Healthcare,Wang Fuji,,China,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Wang Shih-Chung,61,Taiwan,Pneumatic equipments,Manufacturing,,TRUE,N,M,4/4/2023 5:01,,,,,,
2259,1200,Manufacturing,Wang Xiaoshen,54,China,Lithium,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Diversified,J. Wayne Weaver,87,United States,Shoes,Diversified,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Food & Beverage,Drorit Wertheim,67,Israel,Coca Cola Israel,Food & Beverage,,FALSE,D,F,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
2259,1200,Finance & Investments,Cameron Winklevoss,41,United States,Cryptocurrency,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Finance & Investments,Tyler Winklevoss,41,United States,Cryptocurrency,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Manufacturing,Wu Chung-yi,67,Taiwan,Manufacturing,Manufacturing,,FALSE,E,M,4/4/2023 5:01,,,,,,
2259,1200,Finance & Investments,Eugene Wu,77,Taiwan,Finance,Finance & Investments,,FALSE,D,M,4/4/2023 5:01,,,,,,
2259,1200,Fashion & Retail,Wu Yonghua,52,China,Apparel,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Xia Xinde,58,China,Batteries,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Wenbo Xiang,60,China,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Food & Beverage,Xu Jin,58,China,Wine,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Xu Shijun & family,60,China,Manufacturing,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Service,Wanmao Xu,78,China,Education,Service,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Xu Yuejuan,61,China,Petro Fibre,Manufacturing,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Healthcare,Vadim Yakunin,60,Russia,Pharmacy,Healthcare,,TRUE,R,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
2259,1200,Fashion & Retail,Yang Yunyun,46,China,Retail,Fashion & Retail,,TRUE,R,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Matei Zaharia,37,United States,Data analytics,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
2259,1200,Diversified,Zan Shengda,60,China,Diversified,Diversified,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Technology,Zhang Xuezheng,47,China,Telecom,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
2259,1200,Manufacturing,Zhang Yin,66,China,Paper manufacturing,Manufacturing,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
